Beach Attributes,,,,,,,,,,,,,,,,,,,,,,,
EPA Office of Water,2/8/024,,,,,,,,,,,,,,,,,,,,,,
BEACH_ID,PRG_INT_CODE,BEACH_NAME,BEACH_COUNTY,BEACH_STATE,BEACH_TRIBE_CODE,HISTORICAL_ID_FLAG,BEACH_LEN_IN_MI,BEACH_LATEST_BEACH_YEAR,BEACH_ACCESS,OWNER_ACCESS,DORMANT_STATUS,START_LATITUDE_MEASURE,START_LONGITUDE_MEASURE,END_LATITUDE_MEASURE,END_LONGITUDE_MEASURE,SOURCE_MAP_SCALE,H_REREFENCE_DATUM_NAME,STATE_CONTACT_FIRST_NAME,STATE_CONTACT_LAST_NAME,STATE_CONTACT_AGENCY_NAME,STATE_CONTACT_TEL_NUMBER,STATE_CONTACT_URL,SOURCE_JOINKEY
NJ091349,164820,Upper Township at North Beesley's Point Beach,CAPE MAY,NJ,,Y,0.157386363,2023,Public,Public,,39.288336,-74.624538,39.287723,-74.627235,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-A8E7-26FF-E063-42DE43865AE3}
NJ091350,164821,Upper Township at South Beesley's Point Beach,CAPE MAY,NJ,,Y,0.058712121,2023,Public,Public,,39.287853,-74.62766,39.288266,-74.628243,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-A8E9-26FF-E063-42DE43865AE3}
NJ091351,164822,North Wildwood City at 3rd Ave,CAPE MAY,NJ,,Y,0.029356061,2023,Public,Public,,39.000691,-74.787062,39.001025,-74.786728,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-A9A9-26FF-E063-42DE43865AE3}
NJ091352,164823,North Wildwood City at 4th Ave,CAPE MAY,NJ,,Y,0.059090909,2023,Public,Public,,39.000075,-74.787817,39.000691,-74.787062,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-A9B1-26FF-E063-42DE43865AE3}
NJ091353,164824,North Wildwood City at 7th Ave,CAPE MAY,NJ,,N,0.448295454,2023,Public,Public,,39.002253,-74.786696,38.997088,-74.790667,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-A79B-26FF-E063-42DE43865AE3}
NJ091354,164825,North Wildwood City at 8th Ave,CAPE MAY,NJ,,Y,0.05,2023,Public,Public,,38.998078,-74.790311,38.998623,-74.789703,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-A9B7-26FF-E063-42DE43865AE3}
NJ091355,164826,North Wildwood City at 9th Ave,CAPE MAY,NJ,,Y,0.049810606,2023,Public,Public,,38.997504,-74.790859,38.998078,-74.790311,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-A9B9-26FF-E063-42DE43865AE3}
NJ091356,164827,North Wildwood City at 11th Ave,CAPE MAY,NJ,,Y,0.058712121,2023,Public,Public,,38.996006,-74.792113,38.996718,-74.791525,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-A9F1-26FF-E063-42DE43865AE3}
NJ091357,164828,North Wildwood City at 12th Ave,CAPE MAY,NJ,,Y,0.05530303,2023,Public,Public,,38.995326,-74.792655,38.996006,-74.792113,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-A9DD-26FF-E063-42DE43865AE3}
NJ091358,164829,North Wildwood City at 13th Ave,CAPE MAY,NJ,,Y,0.059848485,2023,Public,Public,,38.994667,-74.79333,38.995326,-74.792655,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-A9DF-26FF-E063-42DE43865AE3}
NJ091359,164830,North Wildwood City at 15th Ave,CAPE MAY,NJ,,N,0.354166666,2023,Public,Public,,38.996567,-74.791478,38.993114,-74.796346,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-A79D-26FF-E063-42DE43865AE3}
NJ091360,164831,North Wildwood City at 16th Ave,CAPE MAY,NJ,,Y,0.05094697,2023,Public,Public,,38.993149,-74.794592,38.993751,-74.794053,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-A9E1-26FF-E063-42DE43865AE3}
NJ091361,164832,North Wildwood City at 17th Ave,CAPE MAY,NJ,,Y,0.064962121,2023,Public,Public,,38.992385,-74.795291,38.993149,-74.794592,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-A9F3-26FF-E063-42DE43865AE3}
NJ091362,164833,North Wildwood City at 19th Ave,CAPE MAY,NJ,,Y,0.060984848,2023,Public,Public,,38.990837,-74.796434,38.991474,-74.795651,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-A59B-26FF-E063-42DE43865AE3}
NJ091363,164834,North Wildwood City at 20th Ave,CAPE MAY,NJ,,Y,0.048863636,2023,Public,Public,,38.990336,-74.797077,38.990837,-74.796434,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-A59D-26FF-E063-42DE43865AE3}
NJ091364,164835,North Wildwood City at 22nd Ave,CAPE MAY,NJ,,Y,0.057575757,2023,Public,Public,,38.989394,-74.79833,38.989966,-74.797553,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-A5AB-26FF-E063-42DE43865AE3}
NJ091365,164836,North Wildwood City at 23rd Ave,CAPE MAY,NJ,,Y,0.066287879,2023,Public,Public,,38.988734,-74.799226,38.989394,-74.79833,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-A92B-26FF-E063-42DE43865AE3}
NJ091366,164837,North Wildwood City at 25th Ave,CAPE MAY,NJ,,Y,0.041666667,2023,Public,Public,,38.987921,-74.800427,38.988322,-74.799853,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-A921-26FF-E063-42DE43865AE3}
NJ091367,164838,North Wildwood City at 26th Ave,CAPE MAY,NJ,,Y,0.032575758,2023,Public,Public,,38.987574,-74.800837,38.987921,-74.800427,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-A927-26FF-E063-42DE43865AE3}
NJ091368,164839,Ocean City at Pinnacle,CAPE MAY,NJ,,Y,0.144507575,2023,Public,Public,,39.286737,-74.553335,39.28871,-74.55256,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-A929-26FF-E063-42DE43865AE3}
NJ091369,164840,Ocean City at 8th St,CAPE MAY,NJ,,Y,0.099810606,2023,Public,Public,,39.275071,-74.568781,39.275709,-74.567114,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-A92D-26FF-E063-42DE43865AE3}
NJ091370,164841,Ocean City at Seabright Rd,CAPE MAY,NJ,,Y,0.067234848,2023,Public,Public,,39.289701,-74.552051,39.290647,-74.551806,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-A92F-26FF-E063-42DE43865AE3}
NJ091371,164842,Ocean City at Atlantic,CAPE MAY,NJ,,N,0.425568181,2023,Public,Public,,39.288782,-74.552827,39.284177,-74.556141,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-A79F-26FF-E063-42DE43865AE3}
NJ091372,164843,Ocean City at Garden,CAPE MAY,NJ,,Y,0.076515151,2023,Public,Public,,39.283851,-74.555666,39.28467,-74.554701,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-A931-26FF-E063-42DE43865AE3}
NJ091373,164844,Ocean City at Saint James Pl,CAPE MAY,NJ,,Y,0.037121212,2023,Public,Public,,39.282055,-74.557237,39.282539,-74.556942,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-A933-26FF-E063-42DE43865AE3}
NJ091374,164845,Ocean City at Stenton Pl,CAPE MAY,NJ,,Y,0.050189394,2023,Public,Public,,39.282539,-74.556942,39.283172,-74.556479,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-A935-26FF-E063-42DE43865AE3}
NJ091375,164846,Ocean City at 1st Street,CAPE MAY,NJ,,Y,0.060227273,2023,Public,Public,,39.281368,-74.557881,39.282055,-74.557237,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-A937-26FF-E063-42DE43865AE3}
NJ091376,164847,Ocean City at Delancey,CAPE MAY,NJ,,Y,0.076515151,2023,Public,Public,,39.279634,-74.55964,39.280551,-74.558841,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-A9C1-26FF-E063-42DE43865AE3}
NJ091377,164848,Ocean City at 3rd St,CAPE MAY,NJ,,Y,0.075,2023,Public,Public,,39.278911,-74.560663,39.279634,-74.55964,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-A9C3-26FF-E063-42DE43865AE3}
NJ091378,164849,Ocean City at 4th St,CAPE MAY,NJ,,Y,0.035984848,2023,Public,Public,,39.278102,-74.56202,39.278412,-74.561481,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-A9C5-26FF-E063-42DE43865AE3}
NJ091379,164850,Ocean City at 13th St,CAPE MAY,NJ,,Y,0.01780303,2023,Public,Public,,39.271126,-74.5782,39.271272,-74.577926,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-AA2B-26FF-E063-42DE43865AE3}
NJ091380,164851,Ocean City at 18th St,CAPE MAY,NJ,,Y,0.10435606,2023,Public,Public,,39.265946,-74.586594,39.266923,-74.585107,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-AA2D-26FF-E063-42DE43865AE3}
NJ091381,164852,Ocean City at 22nd St,CAPE MAY,NJ,,Y,0.083712121,2023,Public,Public,,39.261798,-74.592572,39.26261,-74.59144,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-AA2F-26FF-E063-42DE43865AE3}
NJ091382,164853,Ocean City at 26th St,CAPE MAY,NJ,,N,0.338446969,2023,Public,Public,,39.260077,-74.595779,39.256521,-74.600045,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-A7DD-26FF-E063-42DE43865AE3}
NJ091383,164854,Ocean City at 32nd St,CAPE MAY,NJ,,Y,0.088825757,2023,Public,Public,,39.2512,-74.605986,39.252132,-74.604885,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-AA31-26FF-E063-42DE43865AE3}
NJ091384,164855,Ocean City at 36th St,CAPE MAY,NJ,,Y,0.116287879,2023,Public,Public,,39.246528,-74.611527,39.247788,-74.610105,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-AA33-26FF-E063-42DE43865AE3}
NJ091385,164856,Ocean City at 46th St,CAPE MAY,NJ,,Y,0.092234848,2023,Public,Public,,39.234612,-74.623657,39.235642,-74.622629,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-AA35-26FF-E063-42DE43865AE3}
NJ091386,164857,Ocean City at 51st St,CAPE MAY,NJ,,N,0.679734847,2023,Public,Public,,39.232268,-74.626187,39.224143,-74.633209,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-A7DF-26FF-E063-42DE43865AE3}
NJ091387,164858,Ocean City at 58th St,CAPE MAY,NJ,,Y,0.092045454,2023,Public,Public,,39.219313,-74.636932,39.220337,-74.636119,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-AA21-26FF-E063-42DE43865AE3}
NJ091388,164859,Ocean City at South Ocean City Yacht Club,CAPE MAY,NJ,,Y,0.012878788,2023,Private,Private,,39.292796,-74.565478,39.292661,-74.56563,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-AA23-26FF-E063-42DE43865AE3}
NJ091389,164860,Wildwood Crest Borough at Buttercup Rd,CAPE MAY,NJ,,Y,0.051325757,2023,Public,Public,,38.974268,-74.822076,38.974716,-74.821317,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-AA25-26FF-E063-42DE43865AE3}
NJ091390,164861,Wildwood Crest Borough at Heather Rd,CAPE MAY,NJ,,Y,0.026325758,2023,Public,Public,,38.973566,-74.823245,38.973799,-74.822857,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-AA27-26FF-E063-42DE43865AE3}
NJ091391,164862,Wildwood Crest Borough at Crocus Rd,CAPE MAY,NJ,,Y,0.064583333,2023,Public,Public,,38.972989,-74.824189,38.973566,-74.823245,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-AA29-26FF-E063-42DE43865AE3}
NJ091392,164863,Wildwood Crest Borough at Aster Rd,CAPE MAY,NJ,,Y,0.044886364,2023,Public,Public,,38.972582,-74.824839,38.972989,-74.824189,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-A5C9-26FF-E063-42DE43865AE3}
NJ091393,164864,Wildwood Crest Borough at Cardinal Rd,CAPE MAY,NJ,,Y,0.055113636,2023,Public,Public,,38.972079,-74.825634,38.972582,-74.824839,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-A5AD-26FF-E063-42DE43865AE3}
NJ091394,164865,Wildwood Crest Borough at Wisteria Rd,CAPE MAY,NJ,,Y,0.047537879,2023,Public,Public,,38.971164,-74.827056,38.971602,-74.826375,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-A5C1-26FF-E063-42DE43865AE3}
NJ091395,164866,Wildwood Crest Borough at Columbine Rd,CAPE MAY,NJ,,Y,0.042234848,2023,Public,Public,,38.970773,-74.827662,38.971164,-74.827056,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-A5C3-26FF-E063-42DE43865AE3}
NJ091396,164867,Wildwood Crest Borough at Rosemary Rd,CAPE MAY,NJ,,Y,0.046780303,2023,Public,Public,,38.970341,-74.828329,38.970773,-74.827662,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-A5C5-26FF-E063-42DE43865AE3}
NJ091397,164868,Wildwood Crest Borough at Fern Rd,CAPE MAY,NJ,,Y,0.033522727,2023,Public,Public,,38.96958,-74.829499,38.969892,-74.82902,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-A5C7-26FF-E063-42DE43865AE3}
NJ091398,164869,Wildwood Crest Borough at Palm Rd,CAPE MAY,NJ,,Y,0.071212121,2023,Public,Public,,38.968899,-74.830492,38.96958,-74.829499,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-A5CB-26FF-E063-42DE43865AE3}
NJ091399,164870,Wildwood Crest Borough at Lotus Rd,CAPE MAY,NJ,,Y,0.048106061,2023,Public,Public,,38.968435,-74.83116,38.968899,-74.830492,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-A5CD-26FF-E063-42DE43865AE3}
NJ091400,164871,Wildwood Crest Borough at Primose Rd,CAPE MAY,NJ,,Y,0.040909091,2023,Public,Public,,38.967571,-74.832353,38.967982,-74.831807,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-A5CF-26FF-E063-42DE43865AE3}
NJ091401,164872,Wildwood Crest Borough at Rambler Rd,CAPE MAY,NJ,,Y,0.052272727,2023,Public,Public,,38.96704,-74.833045,38.967571,-74.832353,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-A705-26FF-E063-42DE43865AE3}
NJ091402,164873,Wildwood Crest Borough at Stockton Rd,CAPE MAY,NJ,,Y,0.050378788,2023,Public,Public,,38.966064,-74.834291,38.966581,-74.833632,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-A707-26FF-E063-42DE43865AE3}
NJ091403,164874,Wildwood Crest Borough at Stanton Rd,CAPE MAY,NJ,,Y,0.047916667,2023,Public,Public,,38.965583,-74.83493,38.966064,-74.834291,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-A709-26FF-E063-42DE43865AE3}
NJ091404,164875,Wildwood Crest Borough at Atlanta Ave,CAPE MAY,NJ,,Y,0.044318182,2023,Public,Public,,38.964723,-74.83634,38.965128,-74.835702,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-A6E7-26FF-E063-42DE43865AE3}
NJ091405,164876,Wildwood Crest Borough at Nashville Ave,CAPE MAY,NJ,,Y,0.049621212,2023,Public,Public,,38.964237,-74.837016,38.964723,-74.83634,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-A6E9-26FF-E063-42DE43865AE3}
NJ091406,164877,Wildwood Crest Borough at Louisville Ave,CAPE MAY,NJ,,Y,0.039204545,2023,Public,Public,,38.963837,-74.837533,38.964237,-74.837016,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-A6EB-26FF-E063-42DE43865AE3}
NJ091407,164878,Wildwood Crest Borough at Monterey Ave,CAPE MAY,NJ,,Y,0.037689394,2023,Public,Public,,38.963016,-74.838639,38.963395,-74.838135,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-A6ED-26FF-E063-42DE43865AE3}
NJ091408,164879,Wildwood Crest Borough at Saint Paul Ave,CAPE MAY,NJ,,Y,0.048484848,2023,Public,Public,,38.962538,-74.839292,38.963016,-74.838639,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-A6EF-26FF-E063-42DE43865AE3}
NJ091409,164880,Wildwood Crest Borough at Denver Ave,CAPE MAY,NJ,,N,0.25965909,2023,Public,Public,,38.963402,-74.838126,38.960749,-74.841538,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-A7E1-26FF-E063-42DE43865AE3}
NJ091410,164881,Wildwood Crest Borough at Syracuse Ave,CAPE MAY,NJ,,Y,0.054924242,2023,Public,Public,,38.961095,-74.841071,38.961654,-74.840343,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-A6F3-26FF-E063-42DE43865AE3}
NJ091411,164882,Wildwood Crest Borough at Preston Ave,CAPE MAY,NJ,,Y,0.024242424,2023,Public,Public,,38.960851,-74.841394,38.961095,-74.841071,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-A6F5-26FF-E063-42DE43865AE3}
NJ091412,164883,Wildwood Crest Borough at Topeka Ave,CAPE MAY,NJ,,Y,0.039393939,2023,Public,Public,,38.960065,-74.842482,38.960454,-74.841946,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-A6F7-26FF-E063-42DE43865AE3}
NJ091413,164884,Wildwood Crest Borough at Pittsburgh Ave,CAPE MAY,NJ,,Y,0.043371212,2023,Public,Public,,38.959623,-74.843055,38.960065,-74.842482,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-A6F9-26FF-E063-42DE43865AE3}
NJ091414,164885,Wildwood Crest Borough at Charleston Ave,CAPE MAY,NJ,,Y,0.039583333,2023,Public,Public,,38.95921,-74.843567,38.959623,-74.843055,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-A6FB-26FF-E063-42DE43865AE3}
NJ091415,164886,Wildwood Crest Borough at Trenton Ave,CAPE MAY,NJ,,Y,0.043181818,2023,Public,Public,,38.958414,-74.844556,38.958864,-74.843998,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-A6FD-26FF-E063-42DE43865AE3}
NJ091416,164887,Wildwood Crest Borough at Newark Ave,CAPE MAY,NJ,,Y,0.046022727,2023,Public,Public,,38.957935,-74.845147,38.958414,-74.844556,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-A6FF-26FF-E063-42DE43865AE3}
NJ091417,164888,Wildwood Crest Borough at Washington Ave,CAPE MAY,NJ,,Y,0.035984848,2023,Public,Public,,38.957562,-74.845616,38.957935,-74.845147,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-A701-26FF-E063-42DE43865AE3}
NJ091749,166468,Ocean City at 5th Street,CAPE MAY,NJ,,Y,0.064962121,2023,Public,Public,,39.277586,-74.563667,39.277185,-74.564766,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-C17F-26FF-E063-42DE43865AE3}
NJ101284,165507,Monmouth Beach Borough at Monmouth Beach Club North,MONMOUTH,NJ,,Y,0.137878788,2023,Private,Private,,40.332609,-73.972526,40.334517,-73.972965,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-A7C9-26FF-E063-42DE43865AE3}
NJ101385,165436,Toms River Township at 8th Ave,OCEAN,NJ,,Y,0.070265151,2023,Public,Public,,39.953346,-74.067685,39.954358,-74.067559,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-A7CF-26FF-E063-42DE43865AE3}
NJ102105,165362,Sea Girt Borough at Trenton Ave,MONMOUTH,NJ,,Y,0.113257576,2023,Public,Public,,40.126651,-74.028999,40.128238,-74.02845,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-A7D1-26FF-E063-42DE43865AE3}
NJ103134,166640,South Amboy City at Single Beach,MIDDLESEX,NJ,,N,0.317613636,2023,Public,Public,,40.480216,-74.268164,40.484522,-74.270291,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-A7E3-26FF-E063-42DE43865AE3}
NJ103246,165339,Spring Lake Borough at Brighton Beach,MONMOUTH,NJ,,N,0.488257575,2023,Public,Public,,40.153529,-74.020849,40.160224,-74.018298,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-A7E5-26FF-E063-42DE43865AE3}
NJ103384,165342,Sea Girt Borough at South Sea Girt Ave,MONMOUTH,NJ,,N,0.913257574,2023,Public,Public,,40.111735,-74.032465,40.124374,-74.030074,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-A7E7-26FF-E063-42DE43865AE3}
NJ104878,165460,Cape May Point Borough at Surf St,CAPE MAY,NJ,,Y,0.152651515,2023,Public,Public,,38.935128,-74.96879,38.933451,-74.967436,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-A6A5-26FF-E063-42DE43865AE3}
NJ105553,165200,Cape May City at Yale Ave,CAPE MAY,NJ,,N,1.476515148,2023,Public,Public,,38.943605,-74.871209,38.935731,-74.895839,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-A7EB-26FF-E063-42DE43865AE3}
NJ109126,165333,Bradley Beach Borough at 5th Ave,MONMOUTH,NJ,,N,0.519318181,2023,Public,Public,,40.196455,-74.007266,40.203592,-74.005184,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-A7EF-26FF-E063-42DE43865AE3}
NJ111234,165594,Long Beach Township at Forsythe 1,OCEAN,NJ,,N,4.138446961,2023,Public,Public,,39.534971,-74.259348,39.504616,-74.303356,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-A7F1-26FF-E063-42DE43865AE3}
NJ112265,165345,Middletown Township at South Beach Area E,MONMOUTH,NJ,,Y,0.517045453,2023,Public,Public,,40.431137,-73.982729,40.4386,-73.982128,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-A6B1-26FF-E063-42DE43865AE3}
NJ114045,165347,Long Branch City at Atlantic Ave South,MONMOUTH,NJ,,Y,0.063825757,2023,Public,Public,,40.318365,-73.975023,40.319275,-73.974802,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-A6B3-26FF-E063-42DE43865AE3}
NJ114116,165322,Deal Borough at Sydney Ave,MONMOUTH,NJ,,N,0.306628787,2023,Private,Private,,40.236963,-73.993765,40.239819,-73.994187,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-A7F3-26FF-E063-42DE43865AE3}
NJ115166,165341,Sea Girt Borough at Brooklyn,MONMOUTH,NJ,,Y,0.131628788,2023,Public,Public,,40.133412,-74.026416,40.135264,-74.026197,2400,NAD83,Sheri,Shifren,New Jersey Department of Environmental Protection,609-306-3897,http://www.njbeaches.org/,{127723E4-A6B7-26FF-E063-42DE43865AE3}
